sbd,toán,ngữ văn,lịch sử,địa lí,giáo dục công dân,sinh học,vật lý,hóa học,ngoại ngữ
4011201,4.4,3,3.5,4.75,-1,-1,-1,-1,-1
4011202,3.6,4.25,5.5,4.75,-1,-1,-1,-1,-1
4011203,4,6,3.5,5.75,-1,-1,-1,-1,-1
4011204,5.4,5.75,2.5,3.75,-1,-1,-1,-1,4
4011205,5,4.75,5,5.25,6.75,-1,-1,-1,4.4
4011206,3.4,3,3.25,3.5,-1,-1,-1,-1,-1
4011207,3,6,5.75,5.5,-1,-1,-1,-1,-1
4011208,3,4.75,4.25,5,-1,-1,-1,-1,-1
4011209,7.6,8.75,-1,-1,-1,-1,-1,-1,7.8
4011210,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011211,3.6,5,4.75,-1,-1,-1,-1,-1,4.4
4011212,7.2,6.25,7,7.5,-1,-1,-1,-1,-1
4011213,3.8,7.5,4.75,5.5,-1,-1,-1,-1,-1
4011214,3,4.25,2.5,4.25,-1,-1,-1,-1,-1
4011215,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011216,2,4.25,4.5,6,-1,-1,-1,-1,-1
4011217,3.2,5.25,4.25,3.5,-1,-1,-1,-1,-1
4011218,4.6,5.25,4.75,5.75,-1,-1,-1,-1,-1
4011219,2.6,4.25,5.75,4.5,-1,-1,-1,-1,-1
4011220,1.6,2.5,3.25,3.5,-1,-1,-1,-1,-1
4011221,2.4,3.75,3.5,4,-1,-1,-1,-1,-1
4011222,3.2,1.5,2.75,4.25,-1,-1,-1,-1,-1
4011223,7,6.75,5.75,5,-1,-1,-1,-1,7.4
4011224,6.2,5,4,5,-1,-1,-1,-1,-1
4011225,2.6,3.5,5.5,6.75,-1,-1,-1,-1,-1
4011226,1.2,3.5,2.5,4.5,-1,-1,-1,-1,-1
4011227,5.6,5,5,4.25,-1,-1,-1,-1,-1
4011228,2.6,3,4.75,3.25,-1,-1,-1,-1,-1
4011229,2.4,3.25,6.25,6.25,-1,-1,-1,-1,-1
4011230,2.4,2,4,5.5,-1,-1,-1,-1,-1
4011231,3.2,2.25,3,4.5,-1,-1,-1,-1,-1
4011232,3.4,2.75,2.5,2.75,-1,-1,-1,-1,-1
4011233,2,1.75,3.5,2.5,-1,-1,-1,-1,-1
4011234,6,5,4.25,4.5,-1,-1,-1,-1,-1
4011235,3.8,6,3.75,4.75,-1,-1,-1,-1,-1
4011236,4,4,3.25,5.5,-1,-1,-1,-1,-1
4011237,2.6,3.25,5.25,5.5,-1,-1,-1,-1,-1
4011238,3.8,3.75,3.5,6.25,-1,-1,-1,-1,-1
4011239,3.8,3.5,3.75,4.75,-1,-1,-1,-1,-1
4011240,6.2,2.5,4,3,5.5,-1,-1,-1,3.8
4011241,3.4,2.75,4,2.75,-1,-1,-1,-1,-1
4011242,3,3.75,3.5,4,-1,-1,-1,-1,-1
4011243,2.6,2.25,5,5,-1,-1,-1,-1,-1
4011244,3,2.75,3,4,-1,-1,-1,-1,-1
4011245,2.8,2.5,2.75,4,-1,-1,-1,-1,-1
4011246,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011247,4.8,3,4,5,-1,-1,-1,-1,-1
4011248,5.4,4,7.5,7.5,-1,-1,-1,-1,-1
4011249,8.4,-1,-1,-1,-1,2,8,2,8.6
4011250,7.6,4,-1,-1,-1,2,8,3,7.8
4011251,4.8,5,-1,-1,-1,-1,-1,-1,3.8
4011252,3.8,4.5,5,7.5,-1,-1,-1,-1,5.2
4011253,-1,4.5,-1,-1,-1,5,-1,-1,3.6
4011254,6.2,5.25,-1,-1,-1,-1,-1,-1,3.2
4011255,9,7,-1,-1,-1,9,5,8,6.4
4011256,-1,7.5,7.75,7,-1,-1,-1,-1,-1
4011257,7,5.75,-1,-1,-1,6,4,4,-1
4011258,-1,7.75,8.25,6.5,-1,-1,-1,-1,-1
4011259,9.8,-1,-1,-1,-1,9,2,9,-1
4011260,7,8.75,9.5,-1,-1,-1,-1,-1,-1
4011261,8,-1,-1,-1,-1,9,-1,8,-1
4011262,8,7.5,8.75,8,8.75,-1,-1,-1,-1
4011263,8.2,7,-1,-1,-1,8,7,8,-1
4011264,8.6,6,-1,-1,-1,6,9,6,-1
4011265,7.2,4.5,-1,-1,-1,6,6,6,-1
4011266,7,-1,-1,-1,-1,-1,7,8,-1
4011267,7.4,5.5,-1,-1,-1,6,8,6,8
4011268,5.8,6.25,-1,-1,-1,6,4,4,4
4011269,7,4.25,-1,-1,-1,2,7,4,7
4011270,6.6,4.75,-1,-1,-1,5,4,4,5.2
4011271,6.6,4.25,-1,-1,-1,4,6,8,4.8
4011272,7.8,6.75,-1,-1,-1,9,5,9,8.2
4011273,7.8,6,-1,-1,-1,6,8,7,4.6
4011274,6.8,7.25,-1,-1,-1,6,6,8,4
4011275,6.8,6.75,-1,-1,-1,6,5,7,5.2
4011276,8,6.75,4,6.25,9.25,-1,-1,-1,8.6
4011277,7.4,6.25,-1,-1,-1,6,8,5,5.2
4011278,8,7.75,-1,-1,-1,8,8,8,8.4
4011279,4.4,4.75,3.5,3.25,6,-1,-1,-1,4.4
4011280,8.4,8.25,-1,-1,-1,6,9,8,7
4011281,8.6,8,8,8.25,9.25,-1,-1,-1,-1
4011282,7.2,4,-1,-1,-1,7,8,8,9.6
4011283,-1,7.75,8.75,7.75,-1,-1,-1,-1,-1
4011284,4.6,6.75,6.25,5.75,8.5,-1,-1,-1,3.6
4011285,8.2,7.75,7.25,7.25,8.75,-1,-1,-1,8.6
4011286,7.8,6.75,5.75,7.75,8.25,-1,-1,-1,2.2
4011287,4.6,5.5,4,5.5,8.75,-1,-1,-1,7.4
4011288,6,4.75,-1,-1,-1,6,6,5,5.6
4011289,6.4,5.75,6,6,9.5,-1,-1,-1,6.8
4011290,7.4,6.25,5.25,5,7.75,-1,-1,-1,7.6
4011291,9.2,6.25,-1,-1,-1,6,9,8,6.4
4011292,4.8,6,6,5,7,-1,-1,-1,3.2
4011293,8.2,-1,-1,-1,-1,8,2,7,-1
4011294,7.4,7.25,-1,-1,-1,5,5,6,4.4
4011295,7.6,6,-1,-1,-1,4,6,8,7.6
4011296,8.8,7,-1,-1,-1,6,8,8,4.4
4011297,8.6,5.75,-1,-1,-1,6,8,8,6
4011298,7,6,-1,-1,-1,4,8,6,3.2
4011299,9.6,5.25,-1,-1,-1,8,10,10,8.8
4011300,6.4,6.5,5,5,7.25,-1,-1,-1,5
4011301,3.4,6,5.25,7.25,8.25,-1,-1,-1,3.2
4011302,6,6.75,5.25,6.5,7.5,-1,-1,-1,3.8
4011303,8,7.75,-1,-1,-1,7,5,8,7.8
4011304,4.4,7.75,5.5,7,7.5,-1,-1,-1,5
4011305,5.4,6,2.75,5.25,6.75,-1,-1,-1,2.2
4011306,7.6,6,-1,-1,-1,7,7,7,4.6
4011307,8.6,6.5,-1,-1,-1,6,9,6,7.2
4011308,6.6,5,-1,-1,-1,5,6,7,4
4011309,7.4,4.75,-1,-1,-1,6,6,8,4.2
4011310,2.6,5.75,5.25,6.5,9.25,-1,-1,-1,7.8
4011311,9,9,-1,-1,-1,8,8,8,9.4
4011312,5.8,6.5,-1,-1,-1,6,5,5,7.4
4011313,7.2,5.25,4,5,8.5,-1,-1,-1,4.2
4011314,6.6,7.25,5.25,5.75,10,-1,-1,-1,7.4
4011315,6.4,6,-1,-1,-1,6,4,4,5
4011316,6,8.25,6.75,7.75,9,-1,-1,-1,8.2
4011317,7.4,8,6,5.75,8.25,-1,-1,-1,7.6
4011318,7.2,8,5.5,5.75,8.5,-1,-1,-1,6.8
4011319,4.8,7.25,5.5,6,8.25,-1,-1,-1,2.6
4011320,2,5.5,3.25,4.5,7.75,-1,-1,-1,3
4011321,5.4,6.25,4.75,3.75,6.75,-1,-1,-1,3
4011322,5.6,5.25,6,6.5,8.75,-1,-1,-1,5
4011323,7.6,7,-1,-1,-1,7,6,6,6
4011324,7.8,6.25,-1,-1,-1,6,6,5,7.8
4011325,7.6,8.5,8.5,6.75,9.75,-1,-1,-1,-1
4011326,8.4,6.25,-1,-1,-1,7,8,6,8.2
4011327,7,5.5,-1,-1,-1,6,8,4,6.8
4011328,4.6,5.25,5,7,6.25,-1,-1,-1,5
4011329,3.8,6,2.5,5.25,8,-1,-1,-1,3
4011330,8.2,9,5.25,5.75,7.5,-1,-1,-1,8
4011331,6.6,6.25,4,5.25,7.5,-1,-1,-1,5.6
4011332,8.2,-1,-1,-1,-1,-1,6,6,-1
4011333,4.2,4.5,6.5,6.25,8.25,-1,-1,-1,3.6
4011334,7.2,4.5,-1,-1,-1,8,4,8,4.6
4011335,5.2,5.5,4.5,5.75,8.25,-1,-1,-1,6
4011336,6,7,6.5,5.25,7.25,-1,-1,-1,5.6
4011337,8.2,7.5,9,9.75,9.5,-1,-1,-1,7.6
4011338,8.4,8.5,3.75,4,9.25,-1,-1,-1,9
4011339,6.6,6.25,5.75,6.25,7,-1,-1,-1,1.4
4011340,6.6,8.5,6.25,6.5,9.5,-1,-1,-1,2.8
4011341,7.6,5.25,-1,-1,-1,4,8,6,3.2
4011342,10,6,-1,-1,-1,10,7,10,7.6
4011343,6.8,5.75,-1,-1,-1,6,8,6,4.6
4011344,4.4,6,3,5,6.5,-1,-1,-1,4.2
4011345,5.8,4.5,4.25,5.75,8.75,-1,-1,-1,2.4
4011346,8.2,5.25,-1,-1,-1,7,7,8,6
4011347,7,6.25,-1,-1,-1,5,7,6,5.8
4011348,4.8,5.5,1.75,4.75,5.5,-1,-1,-1,3.8
4011349,7.6,8.75,5.5,5.25,8.25,-1,-1,-1,9
4011350,6.8,6.75,8,6,9.25,-1,-1,-1,3.4
4011351,5.4,7.75,4.25,4.75,6.5,-1,-1,-1,4.2
4011352,4.2,5.5,2.25,4.25,5.75,-1,-1,-1,3.2
4011353,7.4,7,6.25,5.75,8.5,-1,-1,-1,6.4
4011354,7.2,7,-1,-1,-1,6,8,8,7.8
4011355,8.2,5,-1,-1,-1,7,8,8,4.8
4011356,4.8,5.5,5,4.75,7.75,-1,-1,-1,3.6
4011357,9.2,5.25,-1,-1,-1,10,3,9,7
4011358,6.6,4.75,-1,-1,-1,7,3,4,8
4011359,7.8,6.5,-1,-1,-1,9,6,8,3.6
4011360,7.4,7.75,5.75,5.5,7.5,-1,-1,-1,6
4011361,6.2,6.25,6.25,6.75,10,-1,-1,-1,7.2
4011362,7,5.5,4,4.5,7.75,-1,-1,-1,4.2
4011363,8.2,7.25,4.75,5.75,8.5,-1,-1,-1,7.4
4011364,6.8,6.5,-1,-1,-1,7,6,6,7
4011365,5.2,6,4.5,5.25,8.25,-1,-1,-1,4
4011366,6.4,6.75,4.5,6.5,8.75,-1,-1,-1,5.6
4011367,8.6,6.25,-1,-1,-1,4,9,6,9.2
4011368,5.2,7,3.5,4,8.25,-1,-1,-1,6.2
4011369,7.4,6.25,-1,-1,-1,6,8,8,8.2
4011370,8,5.25,-1,-1,-1,6,8,6,7.4
4011371,6.8,5.75,-1,-1,-1,5,4,5,3.4
4011372,7.4,7,7,5.75,9.25,-1,-1,-1,8
4011373,7.4,4.5,6,5.5,8,-1,-1,-1,7.2
4011374,6.8,3.75,-1,-1,-1,4,7,6,5.4
4011375,6.4,4.75,6.5,7.5,9.75,-1,-1,-1,6.8
4011376,7.4,5.75,5.75,5.5,7.75,-1,-1,-1,6.4
4011377,6.2,5.5,4.75,4.25,8,-1,-1,-1,6.2
4011378,9,7,-1,-1,-1,8,8,7,-1
4011379,6.2,6.25,-1,-1,-1,5,4,6,4.8
4011380,6.2,6.5,8,6.75,9,-1,-1,-1,5.6
4011381,6.4,4,5.75,7.25,9,-1,-1,-1,6
4011382,7.8,8.25,5.75,5.25,8.25,-1,-1,-1,7
4011383,8,4.5,-1,-1,-1,6,8,4,8.2
4011384,7.2,4.25,7.25,5.5,9,-1,-1,-1,5
4011385,5.4,6.75,4.25,4.5,9,-1,-1,-1,4.2
4011386,7,5.75,-1,-1,-1,6,8,6,5.6
4011387,3.6,5,4.25,4.75,7.25,-1,-1,-1,7.8
4011388,6.6,6.25,-1,-1,-1,4,4,5,7.2
4011389,7.2,6,-1,-1,-1,6,7,7,5.4
4011390,5.6,5,4,4,7.75,-1,-1,-1,5.8
4011391,7.6,6,-1,-1,-1,9,5,8,7.4
4011392,4.8,5.25,6,4.5,7.75,-1,-1,-1,2.2
4011393,7.6,5.5,-1,-1,-1,4,4,8,8.6
4011394,7.6,5.75,-1,-1,-1,5,6,5,7
4011395,6.2,6.5,5.75,4.5,7.5,-1,-1,-1,6
4011396,7.6,4.5,-1,-1,-1,6,6,6,8.4
4011397,6.6,6,-1,-1,-1,7,4,6,3
4011398,5.4,6,3.75,5,5.75,-1,-1,-1,5.8
4011399,7.8,5.25,-1,-1,-1,7,8,8,5.4
4011400,3.8,5,3,4.25,6.25,-1,-1,-1,3
4011401,6.4,5,-1,-1,-1,6,7,5,3.2
4011402,4.4,4.25,4,6.5,6.5,-1,-1,-1,4.4
4011403,7,5,7,6.25,8.75,-1,-1,-1,2.8
4011404,7.8,6.5,5,6.25,7.5,-1,-1,-1,7
4011405,8.2,5,7.75,6.25,8.5,-1,-1,-1,8.8
4011406,6,4.75,-1,-1,-1,6,5,6,4.2
4011407,4.6,4.75,5.5,6.25,7.5,-1,-1,-1,3.4
4011408,8,7,4,6,8,-1,-1,-1,9
4011409,6.2,3,-1,-1,-1,5,6,6,3.4
4011410,6.8,5.75,-1,-1,-1,7,7,6,4.8
4011411,6,6,-1,-1,-1,4,5,3,5.4
4011412,7,7,-1,-1,-1,4,5,4,6.8
4011413,4.6,5.75,6.5,5.75,6.75,-1,-1,-1,3.4
4011414,8.2,5.5,8,7.75,9,-1,-1,-1,6.2
4011415,2.8,5,5,3.75,5.75,-1,-1,-1,3.2
4011416,6,5.5,-1,-1,-1,5,4,6,5.6
4011417,7.6,6.75,-1,-1,-1,6,6,7,-1
4011418,5,4.75,6.5,7.75,9.75,-1,-1,-1,6.8
4011419,7.8,4.5,-1,-1,-1,7,8,9,9.4
4011420,8.2,5.25,-1,-1,-1,7,7,4,8.2
4011421,8.4,6,-1,-1,-1,7,5,6,8
4011422,7.6,6.25,-1,-1,-1,7,6,6,7.4
4011423,7.4,7,-1,-1,-1,5,8,5,8.4
4011424,6.8,5.5,-1,-1,-1,4,4,6,2.2
4011425,7.4,7,5.5,6,8.75,-1,-1,-1,8
4011426,6.2,5,-1,-1,-1,5,3,6,5.2
4011427,6.4,4.25,-1,-1,-1,6,4,5,-1
4011428,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011429,7.2,6.5,4.25,6.25,7,-1,-1,-1,5.8
4011430,8.8,7.5,-1,-1,-1,6,7,8,8
4011431,6.4,5.75,5.25,5.75,7.5,-1,-1,-1,4.2
4011432,8.6,8,-1,-1,-1,6,9,8,-1
4011433,5.8,7,6.25,6.25,9.5,-1,-1,-1,7.8
4011434,8.4,5.75,-1,-1,-1,4,8,4,4.4
4011435,7.2,6.25,-1,-1,-1,6,7,3,7.6
4011436,6.2,7.75,6.75,7,7.75,-1,-1,-1,9
4011437,-1,6.75,10,9.25,-1,-1,-1,-1,-1
4011438,7.6,7,-1,-1,-1,5,7,5,8.6
4011439,7.6,6,5.5,6.5,9.75,-1,-1,-1,4.8
4011440,7.6,6.5,-1,-1,-1,6,7,6,7.2
4011441,7.8,6.5,-1,-1,-1,6,6,8,4.4
4011442,9,4.5,-1,-1,-1,4,8,8,5.6
4011443,8,7.5,-1,-1,-1,9,5,9,8
4011444,6.6,6.5,6.25,7.5,9.25,-1,-1,-1,8.2
4011445,8.2,8.25,4.5,5,9,-1,-1,-1,9.2
4011446,8.4,8,6.25,6.75,8.75,-1,-1,-1,7.8
4011447,7.8,8,4.25,4.5,9.5,-1,-1,-1,8
4011448,7.8,5.5,-1,-1,-1,6,8,6,8.2
4011449,5.8,8,6.75,6.25,8.75,-1,-1,-1,5.2
4011450,8.4,4,-1,-1,-1,5,7,6,8.6
4011451,8.6,5,-1,-1,-1,7,7,8,8.2
4011452,8.4,5.25,-1,-1,-1,5,8,9,5.2
4011453,6.4,5.75,-1,-1,-1,5,7,8,4.6
4011454,5,4.5,-1,-1,-1,6,4,6,8.2
4011455,7.8,6.5,-1,-1,-1,6,7,7,4.8
4011456,5.8,5.5,4.75,5.75,9,-1,-1,-1,-1
4011457,5.6,7,5.25,5.25,8.75,-1,-1,-1,4.2
4011458,4.8,4.5,6.25,5.5,8.5,-1,-1,-1,4.4
4011459,6.8,4.75,8.75,6.25,9,-1,-1,-1,6.8
4011460,6.4,6,3.75,4,6.25,-1,-1,-1,8.2
4011461,7.6,7,7.25,7.75,9,-1,-1,-1,6.2
4011462,4,5,7.25,4.75,7,-1,-1,-1,4.4
4011463,5.6,4.25,4.5,5.75,9.25,-1,-1,-1,5
4011464,8.4,6.5,7.5,8,10,-1,-1,-1,9.4
4011465,5.4,4.75,4.25,4.75,7.25,-1,-1,-1,2.2
4011466,4.8,5.75,7.5,5,7.25,-1,-1,-1,2.8
4011467,6.2,5,4.5,6.25,8.75,-1,-1,-1,4.2
4011468,5.8,6,7.25,7.5,7,-1,-1,-1,4.4
4011469,7.8,4.75,7.25,6.5,8.5,-1,-1,-1,8.2
4011470,5.2,4.75,5.5,6.25,7.75,-1,-1,-1,4.2
4011471,5.4,5.75,7.75,6.5,8,-1,-1,-1,5.6
4011472,3.2,5,5.75,5,7,-1,-1,-1,6.2
4011473,4.4,6.5,5,7.5,7.5,-1,-1,-1,5.4
4011474,3.8,6.5,3.75,4.5,5,-1,-1,-1,3.8
4011475,6,6,6.5,6,7.75,-1,-1,-1,3.4
4011476,3.2,6,6,6.75,7.5,-1,-1,-1,6.4
4011477,7.8,8.25,5.25,6.5,8.5,-1,-1,-1,7.2
4011478,7.6,-1,-1,-1,-1,6,7,8,-1
4011479,7,6.25,5.25,7,9,-1,-1,-1,5.2
4011480,7.8,8,6.75,5.75,9.25,-1,-1,-1,8
4011481,7.4,8.25,5.75,4.75,7.75,-1,-1,-1,7.4
4011482,6.4,7.75,5,6.25,8.75,-1,-1,-1,5.4
4011483,8,9,7.75,7.75,9.75,-1,-1,-1,8.8
4011484,5.4,6.75,5.25,5.75,9,-1,-1,-1,7.6
4011485,8.2,8.5,3.5,5,8.5,-1,-1,-1,8
4011486,3.6,5,6.5,6,8.5,-1,-1,-1,5.8
4011487,7.8,-1,-1,-1,-1,8,-1,8,-1
4011488,6.2,-1,-1,-1,-1,7,-1,7,-1
4011489,4.4,-1,-1,-1,-1,6,4,7,-1
4011490,3,5.5,4.25,-1,-1,-1,-1,-1,-1
4011491,7.2,-1,-1,-1,-1,-1,4,6,-1
4011492,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011493,3.8,3,3.75,6,-1,-1,-1,-1,-1
4011494,2.8,2.75,4.5,4,-1,-1,-1,-1,-1
4011495,4.4,4.5,4.5,5.75,-1,-1,-1,-1,-1
4011496,4.8,5.5,7.75,5.25,-1,-1,-1,-1,-1
4011497,2.8,3.75,4.25,5,-1,-1,-1,-1,-1
4011498,3,4.25,5,4.75,-1,-1,-1,-1,-1
4011499,3.4,3.5,3,3.5,-1,-1,-1,-1,-1
4011500,4.6,5.25,2.75,6.25,-1,-1,-1,-1,-1
4011501,3.2,4.25,4.25,5.25,-1,-1,-1,-1,-1
4011502,9,-1,-1,-1,-1,-1,7,8,-1
4011503,3.4,3.75,3.5,5,-1,-1,-1,-1,-1
4011504,-1,5,5,5.25,-1,-1,-1,-1,-1
4011505,2.8,5,4.25,5.5,-1,-1,-1,-1,-1
4011506,7.6,-1,-1,-1,-1,5,8,7,-1
4011507,4.4,6,4.25,3.75,-1,-1,-1,-1,-1
4011508,3.4,3.75,4,5.75,-1,-1,-1,-1,-1
4011509,3.4,3,2.5,4.75,-1,-1,-1,-1,-1
4011510,2.6,4.25,3,4.25,-1,-1,-1,-1,-1
4011511,4.2,4.5,3.75,4.75,-1,-1,-1,-1,-1
4011512,3,2.5,4.75,3.25,-1,-1,-1,-1,-1
4011513,7.4,-1,-1,-1,-1,8,-1,8,-1
4011514,5.8,4.5,6.25,6.25,-1,-1,-1,-1,-1
4011515,2,2.5,4.5,3.75,-1,-1,-1,-1,-1
4011516,5.2,5.5,5.5,4.25,-1,-1,-1,-1,-1
4011517,7.6,-1,-1,-1,-1,-1,5,7,8.2
4011518,3.2,4.75,4.75,6,-1,-1,-1,-1,-1
4011519,-1,6.5,5.75,5.5,8.75,-1,-1,-1,4.8
4011520,6.2,4.25,4.25,6.25,-1,-1,-1,-1,-1
4011521,2.2,4.25,3.5,5,-1,-1,-1,-1,-1
4011522,2.8,3.5,5.5,5.5,-1,-1,-1,-1,-1
4011523,4.6,5.5,2,4.75,-1,-1,-1,-1,-1
4011524,5.2,5,7.25,7.5,-1,-1,-1,-1,4.6
4011525,5.8,6.75,6.5,6,-1,-1,-1,-1,-1
4011526,4.2,4.5,4.75,3.75,-1,-1,-1,-1,-1
4011527,3.2,4.25,4,4.5,-1,-1,-1,-1,-1
4011528,3.2,3,4,5.25,-1,-1,-1,-1,-1
4011529,4.2,5.25,6.5,5,-1,-1,-1,-1,-1
4011530,1.8,2,2.5,5,-1,-1,-1,-1,-1
4011531,1.8,2.25,2.5,4.75,-1,-1,-1,-1,-1
4011532,2.8,3.25,5.5,6,-1,-1,-1,-1,-1
4011533,2.4,2.5,4.5,5.25,-1,-1,-1,-1,-1
4011534,2.2,5,2.75,3.25,-1,-1,-1,-1,-1
4011535,2.6,5,4.25,5.5,-1,-1,-1,-1,-1
4011536,4.6,3.5,4.25,5,-1,-1,-1,-1,2.2
4011537,7.8,-1,-1,-1,-1,8,-1,8,-1
4011538,2.8,3.5,5.75,5.75,-1,-1,-1,-1,-1
4011539,2,4.25,5.75,6.75,-1,-1,-1,-1,-1
4011540,3,1.75,3,5.5,-1,-1,-1,-1,-1
4011541,2.6,2.25,3,2.75,-1,-1,-1,-1,-1
4011542,5.8,4.75,-1,-1,-1,7,5,5,9.2
4011543,5.8,3.5,5.5,4.75,-1,-1,-1,-1,-1
4011544,2,2.75,3.75,4.25,-1,-1,-1,-1,-1
4011545,3,2.75,3.25,3.5,-1,-1,-1,-1,-1
4011546,2.8,4.5,6.75,6.75,-1,-1,-1,-1,-1
4011547,4.6,4,-1,-1,-1,5,4,4,5.4
4011548,7.2,6,6,6.5,-1,-1,-1,-1,-1
4011549,1,4,3,3.75,-1,-1,-1,-1,-1
4011550,7.8,-1,-1,-1,-1,-1,5,5,-1
4011551,7.4,-1,-1,-1,-1,8,-1,7,-1
4011552,8,6.25,-1,-1,-1,-1,-1,-1,9
4011553,4,5,6,6.25,-1,-1,-1,-1,-1
4011554,6,5,3.5,4.25,-1,-1,-1,-1,3.6
4011555,3,3.75,4,6.25,-1,-1,-1,-1,-1
4011556,4.4,4.25,4,5.5,-1,-1,-1,-1,-1
4011557,5.6,5,6.25,6.25,-1,-1,-1,-1,-1
4011558,5.8,4.5,5,5,-1,-1,-1,-1,-1
4011559,2.2,3.5,3.25,5,-1,-1,-1,-1,-1
4011560,4,-1,2.25,-1,-1,-1,-1,-1,2
4011561,6.4,-1,-1,-1,-1,8,-1,5,7.6
4011562,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011563,6.6,3.25,-1,-1,-1,4,6,4,4
4011564,2.8,2,3,4.75,-1,-1,-1,-1,-1
4011565,3.8,3,4.5,5,-1,-1,-1,-1,-1
4011566,3,3,3.75,3.5,-1,-1,-1,-1,-1
4011567,4,2.75,2.75,4.5,-1,-1,-1,-1,-1
4011568,5.6,7,-1,-1,-1,-1,-1,-1,6.6
4011569,8.2,-1,-1,-1,-1,-1,-1,-1,9.4
4011570,4.2,3.5,4,5.25,-1,-1,-1,-1,-1
4011571,3.8,4,3.25,5.5,-1,-1,-1,-1,-1
4011572,8,-1,-1,-1,-1,8,-1,9,-1
4011573,7.2,-1,-1,-1,-1,-1,9,8,-1
4011574,6.4,6,4.5,7,-1,-1,-1,-1,5.4
4011575,3.2,3.5,5,5.5,-1,-1,-1,-1,-1
4011576,2,2.25,3.75,5,-1,-1,-1,-1,-1
4011577,2.6,3.75,3.75,4,-1,-1,-1,-1,-1
4011578,5.2,4.75,7.5,5,-1,-1,-1,-1,-1
4011579,-1,6,8,7.25,-1,-1,-1,-1,5
4011580,3,3.5,6.25,4.75,-1,-1,-1,-1,-1
4011581,3.6,3,2.5,4.25,-1,-1,-1,-1,-1
4011582,3.4,2.75,5,4.75,-1,-1,-1,-1,-1
4011583,4,4,5,3.5,-1,-1,-1,-1,-1
4011584,2.4,5.5,7,6.5,-1,-1,-1,-1,-1
4011585,6.4,5,-1,-1,-1,5,4,5,4.8
4011586,6.2,4.25,6.5,6,-1,-1,-1,-1,-1
4011587,2.6,4.5,4,6.75,-1,-1,-1,-1,-1
4011588,3.8,3.25,3,3.75,-1,-1,-1,-1,-1
4011589,8.6,-1,-1,-1,-1,7,4,8,6
4011590,3.4,1.75,3.5,4.75,5.5,-1,-1,-1,2.8
4011591,6.6,4,-1,-1,-1,5,4,4,6.6
4011592,6,6.5,3.5,4,-1,-1,-1,-1,8
4011593,7.4,-1,-1,-1,-1,9,-1,-1,9.4
4011594,7.2,-1,-1,-1,-1,7,-1,8,-1
4011595,8,-1,-1,-1,-1,9,-1,9,-1
4011596,5.6,4.75,3.75,5.5,-1,-1,-1,-1,3.8
4011597,6.4,-1,-1,-1,-1,7,-1,5,-1
4011598,4.2,4,-1,-1,-1,6,4,4,3
4011599,6.2,8,-1,-1,-1,-1,-1,-1,8.6
4011600,7.8,-1,-1,-1,-1,-1,8,9,-1
4011601,7.4,-1,-1,-1,-1,8,-1,8,-1
4011602,-1,-1,-1,-1,-1,-1,-1,4,4.6
4011603,2.4,3.75,5.75,3,-1,-1,-1,-1,2.6
4011604,9,-1,-1,-1,-1,10,-1,9,-1
4011605,8,-1,-1,-1,-1,9,-1,8,-1
4011606,7.8,7.75,-1,-1,-1,-1,-1,-1,6.8
4011607,8,-1,-1,-1,-1,8,-1,7,-1
4011608,5.6,3.25,1.5,1.75,3.75,-1,-1,-1,2
4011609,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011610,4.6,-1,-1,-1,-1,6,-1,6,-1
4011611,7.8,-1,-1,-1,-1,8,-1,8,-1
4011612,6.6,2.25,4.25,5,-1,-1,-1,-1,4.6
4011613,1.6,2,2,3.75,5.25,-1,-1,-1,1.6
4011614,-1,-1,-1,-1,-1,-1,-1,-1,-1
4011615,2,3.25,-1,3.25,-1,-1,-1,-1,1.6
4011616,8.2,6.25,-1,-1,-1,4,8,6,9.2
4011617,7.6,6,-1,-1,-1,6,8,8,3.4
4011618,6.6,6.5,-1,-1,-1,5,8,5,8.4
4011619,8.6,4.5,-1,-1,-1,6,8,8,3
4011620,7.6,6.5,-1,-1,-1,5,7,4,8.4
4011621,8.8,6,-1,-1,-1,6,8,8,7.4
4011622,7.6,5.5,-1,-1,-1,5,8,8,7.2
4011623,7.4,6,-1,-1,-1,6,8,8,6
4011624,8.2,6,-1,-1,-1,7,8,6,8.2
4011625,7.4,7.75,4.5,4.5,7.25,-1,-1,-1,7.2
4011626,8.4,4.25,-1,-1,-1,6,8,9,4.4
4011627,8.6,6.5,7.75,7.5,9.25,-1,-1,-1,-1
4011628,6.4,5,-1,-1,-1,8,5,4,6.4
4011629,7.8,5,-1,-1,-1,4,7,6,5.4
4011630,6.6,4,-1,-1,-1,6,7,5,6
4011631,8,6.25,-1,-1,-1,6,5,9,7.8
4011632,7,5,-1,-1,-1,7,8,9,6.4
4011633,8,6.5,-1,-1,-1,5,6,6,4
4011634,7,6,-1,-1,-1,4,8,4,6.8
4011635,9.2,5.5,-1,-1,-1,7,9,5,8.4
4011636,8.8,8.25,-1,-1,-1,7,9,6,9
